# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = model_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = data.json
# init = 2 (Default)
# random
#   seed = 293241992 (Default)
# output
#   file = o.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,sigma,y_log.1,y_log.2,y_log.3,y_log.4,y_log.5,y_log.6,y_log.7,y_log.8,y_log.9,y_log.10,y_log.11,f.1,f.2,f.3,f.4,f.5,f.6,f.7,f.8,f.9,f.10,f.11
# Adaptation terminated
# Step size = 0.794299
# Diagonal elements of inverse mass matrix:
# 0.0505556
6.84994,0.836756,0.794299,1,3,0,-5.819,0.328337,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,27.3821,12.7113,67.97,40.2946,20.9056,30.6171,65.8081,16.7035,11.0169,37.8565,103.628
6.86765,1,0.794299,1,1,0,-6.811,0.326673,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,24.6805,34.1803,6.0118,25.8455,14.3538,3.95919,135.504,22.4541,5.52472,11.1104,8.91299
4.71083,0.850882,0.794299,2,3,0,-4.70285,0.483361,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,36.0207,12.3534,48.6869,44.0624,104.936,27.5648,12.4202,56.6572,16.1361,33.7489,70.9719
4.62928,0.995271,0.794299,1,1,0,-4.45659,0.488831,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,116.994,10.8107,128.956,24.8284,22.7887,55.5725,5.06608,259.226,477.046,82.0005,17.8856
4.54052,0.99491,0.794299,1,1,0,-4.36605,0.494787,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,40.3469,34.904,71.2761,321.935,112.018,58.9405,17.2821,5.11747,21.8535,59.3097,117.759
3.95227,0.967754,0.794299,1,1,0,-3.91436,0.534366,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,19.7971,27.5868,3.80996,55.5112,39.2145,17.7834,43.6187,5.78076,9.61971,9.53652,146.717
6.05936,1,0.794299,2,3,0,-3.9667,0.391039,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,23.9142,102.022,21.6133,22.4317,89.0407,47.633,19.933,2.46379,1.85931,23.2102,29.421
5.4107,0.957127,0.794299,3,7,0,-5.02572,0.436183,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,49.3687,17.4317,15.7207,18.6591,14.1367,50.4846,28.8224,41.5242,27.281,321.286,66.4888
5.75533,1,0.794299,1,1,0,-5.40057,0.412502,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,23.8057,23.8749,40.1797,8.65606,24.9919,11.1101,49.7506,8.74305,27.086,13.7623,7.4113
7.0797,0.921908,0.794299,1,3,0,-5.2237,0.304196,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,32.7208,21.8325,54.8695,12.4301,29.9333,25.7985,7.88921,29.0738,40.9298,88.1328,138.686
7.16688,0.999349,0.794299,2,7,0,-7.09223,0.23689,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,36.6639,31.0489,18.0282,27.9725,46.9099,25.5668,14.0975,39.659,69.4299,55.4231,3.44487
7.07447,0.982613,0.794299,1,1,0,-7.07225,0.228515,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,20.6855,33.3855,74.45,20.0168,17.9706,14.5628,50.2197,24.7353,42.3172,12.5361,21.4343
7.27081,0.94824,0.794299,3,7,0,-6.62189,0.265273,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,35.449,19.92,30.8862,11.6782,22.9604,65.5821,6.71473,113.245,17.4052,27.5329,6.33784
7.15318,0.963065,0.794299,2,3,0,-6.87325,0.235428,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,35.6057,42.1779,52.1256,66.7448,82.3535,60.4787,61.1942,27.6398,64.8502,60.9027,13.4041
7.12659,0.984503,0.794299,2,3,0,-6.97125,0.232849,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,43.7533,18.5673,22.0168,42.1704,10.9245,33.7426,24.0782,94.031,46.053,10.7465,49.6312
7.17563,1,0.794299,1,1,0,-7.12995,0.237883,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,36.0022,40.7876,47.9123,42.2248,11.8227,24.5038,37.9042,72.2147,73.5278,57.1655,23.9734
7.26747,0.989266,0.794299,1,3,0,-7.06752,0.26809,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,28.9307,38.2714,176.749,14.7591,9.75113,47.7604,36.2124,37.1761,13.3334,66.3734,42.8289
7.25734,0.995414,0.794299,1,3,0,-7.22019,0.252238,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,28.7518,32.2121,37.9933,23.4319,17.593,62.9311,51.1905,25.0871,141.198,73.5703,47.3879
7.23799,0.996882,0.794299,2,3,0,-7.22133,0.247284,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,26.493,31.2395,43.0021,25.9673,43.0504,20.5474,15.3519,171.349,23.1329,19.7634,19.6594
7.27145,0.997116,0.794299,1,3,0,-7.20655,0.264371,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,32.0045,26.813,19.1445,33.0482,40.4925,111.097,6.36249,20.0706,51.8439,36.2399,44.2837
7.06068,0.956818,0.794299,1,3,0,-6.88262,0.306489,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,36.1783,31.4627,19.5861,71.3885,29.7015,25.6446,23.9902,22.5335,2.81927,11.3634,9.2511
7.27061,0.991773,0.794299,2,7,0,-6.93062,0.265515,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,28.7646,34.2841,21.6169,37.5288,16.0846,28.6819,11.7437,32.7556,24.6607,14.246,80.9689
7.24494,0.993744,0.794299,1,3,0,-7.20863,0.248825,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,23.331,18.4574,18.6552,48.611,66.0748,79.039,30.8528,38.0456,21.3235,10.0124,13.3369
7.13937,0.949654,0.794299,1,3,0,-6.82556,0.296357,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,28.0872,38.7912,24.4826,24.4145,19.4943,38.0838,113.127,49.676,35.8127,7.09368,25.2614
7.20943,0.967258,0.794299,1,3,0,-6.72711,0.242307,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,31.0959,22.4618,23.3812,27.7296,30.3765,34.013,34.1633,18.8554,7.10896,38.4284,20.1833
6.17044,0.876679,0.794299,2,3,0,-5.7785,0.192999,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,26.6125,28.4442,14.8199,11.9173,20.3629,51.8213,75.3197,13.0546,24.4751,74.9855,113.381
6.7724,1,0.794299,1,1,0,-6.30083,0.21186,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,23.8042,22.6729,23.8181,10.6579,40.4239,23.2396,35.2314,11.1826,38.3847,7.10046,29.1155
7.22451,0.993887,0.794299,2,3,0,-6.7062,0.244727,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,21.4075,66.9772,27.9976,48.1291,31.2931,49.2855,23.6131,142.185,98.0469,11.584,15.1448
6.82735,0.845449,0.794299,1,3,0,-5.90241,0.330431,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,27.839,18.0353,40.5128,20.9329,61.1568,40.4509,12.118,27.3859,11.2839,40.8626,137.981
6.86975,1,0.794299,1,1,0,-6.79947,0.326474,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,21.8566,32.9593,18.7583,16.5861,39.1796,10.0703,7.80823,10.7953,9.23027,26.7315,8.74568
7.04272,0.913514,0.794299,1,3,0,-5.48802,0.226209,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,35.166,39.2385,31.8709,31.6308,9.99357,43.9395,37.2124,8.48169,22.3152,52.6886,4.40767
6.90469,0.82005,0.794299,1,3,0,-5.45819,0.323112,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,29.67,17.1818,12.6172,11.8332,67.7426,94.4968,31.3778,128.267,46.8765,15.5338,41.9047
7.07242,0.98349,0.794299,3,7,0,-6.63243,0.228359,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,32.6425,24.8868,25.5947,33.5895,22.8934,12.3025,33.3154,34.2231,19.6782,16.6597,109.433
5.77121,0.862175,0.794299,3,7,0,-5.73999,0.411396,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,69.2673,44.7047,24.4928,38.9655,28.0592,11.7738,275.027,5.64674,13.2423,73.158,8.85866
7.24103,0.89823,0.794299,1,3,0,-3.50199,0.247936,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,31.4454,42.4004,50.3732,22.2433,16.3647,15.0465,12.9931,40.7929,16.4033,33.0405,5.5444
6.85802,0.864642,0.794299,1,3,0,-6.07871,0.327581,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,21.7594,41.5941,20.654,24.9149,73.4374,39.8968,32.1767,17.8327,52.727,668.273,219.329
7.03593,0.995914,0.794299,2,3,0,-6.75356,0.309361,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,31.6882,16.9655,52.8203,21.8794,34.3551,35.6956,158.422,93.5124,61.3279,24.8345,26.3784
7.16538,0.947724,0.794299,1,3,0,-6.31272,0.236725,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,36.221,32.5021,51.967,26.8821,53.2041,40.686,28.5319,6.94704,15.4614,12.1567,38.8334
7.00259,0.879666,0.794299,1,3,0,-6.1479,0.313064,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,14.7179,32.6157,26.108,60.3415,68.0297,12.929,6.13619,17.383,8.48798,8.44654,10.8983
7.10055,0.941003,0.794299,1,3,0,-6.0292,0.230584,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,28.9474,23.7319,25.7924,39.1661,36.4341,201.722,28.3313,15.9543,19.2707,237.843,8.41504
5.85856,0.871555,0.794299,3,7,0,-5.83197,0.405291,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,15.3969,27.9427,20.9512,51.4174,22.7176,113.638,85.9673,14.3643,33.2964,33.5687,62.8087
5.8693,1,0.794299,1,1,0,-5.73171,0.404537,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,23.8885,11.8156,18.2404,21.249,72.0454,31.257,14.6668,49.126,30.2919,3.62569,2.78741
7.22512,0.921166,0.794299,1,3,0,-4.93408,0.281712,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,34.526,22.0113,40.045,34.4534,25.4022,71.2163,25.0377,89.2419,42.4092,19.2622,22.4305
7.07411,0.986878,0.794299,2,3,0,-7.04811,0.304879,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,26.4551,23.0443,26.5805,20.0839,5.46702,28.0826,13.2643,19.1824,9.62934,22.3141,50.7344
6.74108,0.977405,0.794299,3,7,0,-6.65453,0.210568,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,27.4713,14.3243,30.1917,19.7122,24.649,57.0855,24.8431,82.8051,13.7183,157.06,61.3648
7.272,1,0.794299,2,3,0,-6.8138,0.263015,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,33.5742,21.3454,17.9674,44.0034,19.3278,21.7611,26.8665,19.8062,21.9826,11.1637,99.7303
6.54276,0.837234,0.794299,1,3,0,-5.72613,0.354655,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,30.7763,32.5026,25.9578,17.4634,35.7863,146.061,60.9028,30.1995,40.764,4.96698,26.2579
6.94809,0.997217,0.794299,2,3,0,-6.45353,0.318787,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,21.7748,21.6902,21.4515,13.5079,21.9269,12.9678,23.1216,18.3866,24.121,46.0234,37.1356
7.25034,0.998083,0.794299,3,7,0,-6.94366,0.250177,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,22.4257,18.5077,23.6537,26.7507,13.9192,9.85339,59.3986,15.052,54.4277,25.9282,17.2855
7.2036,0.972185,0.794299,1,3,0,-7.01549,0.286051,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,35.8993,30.4646,43.5399,38.3831,24.1371,51.1478,29.7802,15.4167,156.01,9.79355,10.309
7.2036,0.886747,0.794299,1,3,0,-5.98039,0.286051,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,23.3322,18.9449,35.4004,36.5574,19.2313,52.5087,89.4237,165.773,33.9237,26.9132,22.9527
7.24934,0.984398,0.794299,1,3,0,-7.02465,0.249915,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,27.7868,34.1753,38.5394,17.5933,32.505,67.576,25.8967,33.1016,21.4246,10.1331,33.4822
6.55461,0.791453,0.794299,1,3,0,-5.35071,0.353705,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,49.5678,13.4364,35.2885,135.23,31.7014,31.8068,5.88616,33.3906,44.4021,5.78401,19.3246
6.14581,0.965706,0.794299,1,1,0,-6.14581,0.384786,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,28.5039,128.123,107.476,4.96941,69.7219,3.07225,4.36332,22.8955,22.5289,6.31541,19.9052
5.94029,0.917946,0.794299,2,3,0,-4.39528,0.39953,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,31.4841,34.3285,65.0115,53.8501,51.0669,95.1367,107.416,49.1026,26.5457,28.1777,34.5478
7.1205,0.988291,0.794299,3,7,0,-6.06234,0.298962,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,28.7338,42.2985,18.9164,26.9605,17.5748,40.2774,42.8424,10.2736,5.87738,26.5764,8.53779
7.01048,0.987279,0.794299,1,1,0,-7.01042,0.312203,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,43.9194,21.8285,18.3894,16.426,53.2273,34.3768,114.018,50.936,20.3623,41.3136,134.465
7.26663,0.99281,0.794299,1,3,0,-6.87749,0.268613,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,33.8432,21.5254,41.9717,44.7877,13.1516,32.2226,19.7702,26.6838,26.0757,51.207,12.6715
6.84639,0.966113,0.794299,2,7,0,-6.84638,0.328669,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,22.9724,51.7533,60.5307,12.5892,29.4518,4.58205,41.3545,17.015,20.2831,5.97279,115.421
5.65571,0.94244,0.794299,3,7,0,-5.59234,0.419401,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,43.55,13.0099,16.2405,177.241,29.4773,30.4044,15.5154,26.4088,110.992,65.2846,3.27625
6.06198,1,0.794299,1,1,0,-5.67459,0.39085,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,47.0248,23.4193,80.1884,14.2311,18.1847,73.9189,54.1248,105.542,46.1172,17.589,2.49663
6.24798,1,0.794299,1,1,0,-6.03525,0.377282,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,31.4557,18.4871,13.0614,49.8473,47.8139,50.3136,15.1333,24.0705,203.463,19.5117,14.6127
6.76586,0.95735,0.794299,2,3,0,-5.33387,0.335969,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,37.1701,39.4916,24.4055,16.4953,59.9114,9.41136,69.0873,29.6936,18.3381,127.607,13.2285
7.15539,0.976891,0.794299,3,7,0,-6.36124,0.294027,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,20.2198,24.4372,14.4226,14.6001,58.9427,27.1166,45.2046,53.3044,28.9432,37.8099,4.83112
7.02826,0.99388,0.794299,3,7,0,-7.02311,0.225224,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,25.3412,40.2606,31.3513,18.5048,16.4513,33.7761,44.8502,7.62119,63.9305,18.6744,22.8016
6.93462,0.812072,0.794299,1,3,0,-5.51575,0.320149,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,26.2405,46.3617,79.108,15.0565,65.2134,57.5085,32.1368,26.1691,18.7401,280.041,8.02942
7.01821,1,0.794299,1,1,0,-6.93545,0.311352,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,37.6406,32.1163,20.5946,11.9822,22.2024,13.6059,62.3756,304.355,29.7618,6.00532,40.1858
6.97381,0.995139,0.794299,1,1,0,-6.95684,0.316132,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,32.6166,33.2002,27.7554,10.5349,29.7453,17.404,31.0163,33.2362,16.4731,33.9782,40.3924
6.99537,1,0.794299,1,1,0,-6.94996,0.313845,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,24.5327,24.5315,16.3474,72.9625,33.5731,125.746,23.498,11.8853,62.7267,23.4008,14.5109
7.26431,0.987755,0.794299,1,3,0,-6.86572,0.26988,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,29.0476,31.2844,24.1183,66.4895,42.3308,30.2118,81.2523,17.1244,28.4626,14.4086,27.3297
6.45005,0.841324,0.794299,1,3,0,-5.69613,0.361963,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,47.3233,43.8076,36.4195,17.1497,31.1657,17.7196,71.6771,26.0751,5.38143,8.27886,21.5976
6.79434,0.988933,0.794299,3,7,0,-6.28024,0.333431,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,28.1927,18.2137,26.4836,29.9511,7.84459,21.6354,68.383,31.1986,42.2112,28.0915,74.092
7.24934,0.99742,0.794299,3,7,0,-6.85025,0.275545,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,24.1671,31.7781,24.7756,19.8548,36.7709,22.0656,24.4844,65.7798,139.927,171.879,53.9566
7.25721,0.99242,0.794299,1,3,0,-7.16612,0.252194,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,18.3973,38.2917,25.2321,20.3738,25.119,64.4908,22.9711,20.6336,14.5882,85.3778,28.473
7.14453,0.987365,0.794299,2,3,0,-7.119,0.234555,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,41.8872,53.4415,30.3215,37.1292,50.4336,34.6762,39.2756,51.677,17.0323,17.4746,27.2391
7.18615,1,0.794299,1,1,0,-7.14688,0.239149,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,24.6281,26.4584,15.1845,20.0897,30.5832,39.8295,10.0635,34.5846,19.8019,85.8517,33.2013
7.04663,0.989154,0.794299,3,7,0,-7.04523,0.308134,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,29.0066,21.5852,26.765,14.7963,14.1072,53.5665,19.4819,24.7205,75.648,162.746,113.367
7.13157,0.99663,0.794299,2,3,0,-6.97059,0.297451,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,45.0553,13.38,23.8031,50.2478,14.8727,16.0836,12.6224,255.616,13.8742,38.6542,66.1733
6.78836,0.907096,0.794299,1,3,0,-5.74991,0.21254,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,24.8029,15.9489,38.8853,19.0335,18.7513,46.5078,41.5291,34.6545,22.3069,110.335,58.8852
6.80738,1,0.794299,3,7,0,-6.80123,0.332253,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,27.8404,17.6196,50.3564,36.1957,11.6477,36.1981,9.85221,15.9872,31.3799,42.1358,14.4416
6.66871,0.986677,0.794299,1,1,0,-6.65498,0.344335,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,15.975,11.6403,18.8522,12.6025,43.1925,8.79441,17.9654,20.0807,11.2651,65.5459,4.10593
7.24497,0.970765,0.794299,1,3,0,-6.38707,0.276821,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,26.4887,29.8073,40.1649,31.7879,16.2635,73.9119,58.0429,72.1884,24.0491,31.0217,12.5794
7.27149,0.997591,0.794299,1,3,0,-7.21576,0.260171,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,35.2916,37.1183,20.2853,10.354,40.9751,31.1959,29.8424,26.377,33.639,35.7072,18.4882
7.1083,0.984678,0.794299,2,3,0,-7.10318,0.231235,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,23.3106,19.9861,20.6069,21.6604,28.8719,35.179,18.9774,22.737,24.0933,10.6719,27.9897
7.18525,0.941061,0.794299,1,3,0,-6.57883,0.289301,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,27.6286,54.3078,20.8236,16.843,4.48348,77.7604,105.92,38.0239,74.9032,7.9083,42.336
7.22437,0.975877,0.794299,1,3,0,-6.89515,0.244702,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,29.801,47.9654,36.8328,12.7679,65.4369,82.8581,85.8195,16.0752,52.7766,116.725,34.4151
7.25983,0.952528,0.794299,2,3,0,-6.77921,0.253093,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,41.3758,38.8497,31.0553,24.5519,25.1889,13.8463,7.59572,19.8245,48.3714,19.8074,51.7486
7.01903,0.92344,0.794299,1,3,0,-6.60692,0.311261,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,37.0311,14.3643,22.6998,36.325,75.8761,65.2213,175.534,9.65564,8.96396,22.1972,15.9855
6.61759,0.890364,0.794299,3,7,0,-5.34723,0.205922,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,31.2499,25.1607,18.9374,10.9084,21.1153,21.1308,23.0017,42.926,11.7149,61.1254,20.9479
6.51813,0.994852,0.794299,3,7,0,-6.4372,0.356617,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,23.0065,19.2947,92.6779,20.1701,33.9704,10.1691,14.4346,52.4032,276.61,18.8075,23.2786
6.31587,0.978505,0.794299,2,3,0,-5.97636,0.372214,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,33.8475,20.2672,87.3843,4.28996,10.7612,44.9687,10.1595,14.2039,19.4747,348.499,173.964
6.25832,0.995318,0.794299,1,1,0,-6.18294,0.376514,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,25.196,19.4773,29.5291,20.6027,52.5101,275.492,47.3224,189.48,80.9605,21.4158,25.9188
7.16428,0.985719,0.794299,2,3,0,-5.87622,0.292679,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,26.9258,77.869,14.2185,50.2717,97.5472,17.5309,15.9453,12.9047,19.3101,12.8384,27.0825
6.75007,0.970772,0.794299,3,7,0,-6.71168,0.337358,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,26.2223,48.1047,16.6405,46.2946,93.6476,44.7539,14.8749,5.90723,9.3576,10.9913,123.286
6.69396,0.994653,0.794299,1,1,0,-6.65493,0.342201,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,35.1677,37.7574,54.8773,69.6824,10.6484,14.9046,31.5206,58.9532,11.2653,72.697,120.102
