# stan_version_major = 2
# stan_version_minor = 25
# stan_version_patch = 0
# model = model_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = data.json
# init = 2 (Default)
# random
#   seed = 293241992 (Default)
# output
#   file = o.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,sigma,y_log.1,y_log.2,y_log.3,y_log.4,y_log.5,y_log.6,y_log.7,y_log.8,y_log.9,y_log.10,y_log.11,f.1,f.2,f.3,f.4,f.5,f.6,f.7,f.8,f.9,f.10,f.11
# Adaptation terminated
# Step size = 0.794299
# Diagonal elements of inverse mass matrix:
# 0.0505556
7.20703,1,0.794299,2,3,0,-7.18487,0.285405,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,19.6203,17.0738,52.8549,35.1172,43.3732,4.19513,50.0997,27.9349,29.1118,2.99471,24.5629
7.22396,1,0.794299,1,1,0,-7.20709,0.281966,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,26.7948,53.2515,18.6438,22.6503,29.2809,34.5647,45.9414,13.9737,10.4244,33.2098,39.909
7.2366,0.998998,0.794299,3,7,0,-7.20532,0.279032,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,18.8087,33.2548,22.7426,58.1504,57.6439,13.6379,135.101,19.5013,5.82815,29.4703,23.4874
5.43802,0.77239,0.794299,3,7,0,-3.19543,0.434323,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,27.479,35.5937,45.9291,57.0765,8.23568,19.0493,142.846,5.06837,48.0708,16.2225,190.193
4.12759,0.941101,0.794299,3,7,0,-4.11007,0.16146,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,30.9082,29.575,34.1536,18.8591,21.1246,46.6894,43.7694,26.3478,116.477,16.4147,32.1666
6.65797,1,0.794299,3,7,0,-4.83562,0.20737,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,21.4085,19.436,26.314,39.9716,39.2862,61.0638,28.9674,15.3353,39.7456,37.9224,32.8261
5.93339,0.829012,0.794299,1,1,0,-5.90416,0.187669,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,25.7233,27.4779,20.0968,18.5871,23.6486,33.4583,36.9223,89.0168,21.9206,33.3913,29.8101
7.20765,0.963057,0.794299,2,3,0,-5.59445,0.242045,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,30.6158,30.2582,50.6367,14.9073,29.4648,55.3404,27.0805,37.9498,17.6801,38.3622,43.0734
6.87311,0.90535,0.794299,3,7,0,-6.29474,0.326155,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,17.3265,19.6359,36.7029,60.6981,4.95616,42.3789,17.1175,19.795,30.3014,14.6614,56.9093
5.83381,0.899066,0.794299,3,7,0,-4.94333,0.407026,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,21.4598,19.9207,23.7398,23.7714,95.4442,29.7059,31.4504,21.6298,39.9956,64.5976,71.2706
6.45204,0.976165,0.794299,3,7,0,-5.59711,0.200563,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,29.4524,22.3017,12.6633,19.0722,21.378,36.0681,8.49406,5.39976,129.983,75.2228,28.2681
6.5891,1,0.794299,1,1,0,-6.37257,0.204938,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,34.7508,53.6734,45.1172,46.7671,39.9586,34.4112,21.9577,27.1728,7.01252,95.6367,19.788
7.26528,1,0.794299,2,3,0,-6.62936,0.255369,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,30.7678,43.6908,30.1365,17.5269,19.0909,21.5311,34.6705,61.5144,92.055,115.145,41.01
7.26603,1,0.794299,2,3,0,-7.26468,0.255749,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,27.2119,24.3995,21.2776,80.4199,36.7014,21.5486,23.1286,8.47264,21.301,14.2859,49.0315
7.23932,0.979358,0.794299,2,3,0,-7.07085,0.247565,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,21.523,23.0522,28.8849,7.37909,18.9981,7.8064,22.5784,12.7223,11.5416,21.7112,8.18324
6.84709,0.863075,0.794299,1,3,0,-6.03969,0.328604,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,44.1599,13.7224,42.7699,51.1486,31.2626,21.7958,169.406,32.3378,34.2757,9.62461,53.3088
7.26022,0.979434,0.794299,1,3,0,-6.62989,0.271736,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,25.053,23.8709,22.365,40.5955,42.7747,39.1421,56.8219,24.3089,43.3317,10.6787,19.6709
7.09756,0.984191,0.794299,2,3,0,-7.09238,0.301964,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,35.5128,13.1469,30.9494,30.3132,11.103,36.3072,27.5968,51.9695,62.7978,18.6766,6.26506
7.1393,1,0.794299,2,3,0,-7.09684,0.296367,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,10.5533,24.9396,24.8727,43.1801,75.3047,41.9773,19.0047,21.9732,26.8911,26.2174,24.5288
7.26186,0.983055,0.794299,1,3,0,-6.93395,0.253863,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,30.0106,17.9257,36.2338,22.6744,12.5545,23.1944,45.747,34.7318,37.5576,7.12389,264.784
6.7172,0.846679,0.794299,1,3,0,-5.88988,0.340212,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,28.5724,44.0632,40.7627,13.2113,59.468,37.8342,46.2337,103.031,13.8153,27.2635,160.418
7.23323,0.956445,0.794299,3,7,0,-5.9111,0.246326,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,28.0404,20.1585,43.1242,38.1933,49.5626,77.1888,31.1167,8.27474,55.2699,38.7028,31.3983
7.07519,0.984768,0.794299,3,7,0,-7.06152,0.304748,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,37.649,12.5858,16.6014,31.6702,57.3798,50.9865,70.6495,14.819,35.7974,58.921,24.5443
6.335,0.88883,0.794299,2,3,0,-5.71368,0.370772,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,35.5971,32.9697,25.9002,9.37183,14.4542,8.35221,8.84492,11.0491,186.629,8.25989,17.1874
7.16759,0.961005,0.794299,3,7,0,-5.54271,0.236969,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,25.7252,17.8834,43.6635,19.1242,36.6102,36.6847,39.8325,16.3487,14.4731,15.673,18.3515
7.26422,0.932968,0.794299,3,7,0,-6.60133,0.254867,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,24.9075,42.6728,51.8304,28.3724,17.8262,34.9944,33.0177,16.1404,13.9477,67.7692,21.4981
7.10542,0.95029,0.794299,1,3,0,-6.84376,0.300953,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,26.4846,42.48,4.77674,35.6284,40.6619,112.315,27.0413,12.8621,18.6666,13.0805,49.4942
7.21256,0.986116,0.794299,3,7,0,-6.90071,0.24278,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,18.735,28.7651,16.8841,25.7761,26.3524,13.7627,42.4806,11.5889,30.829,30.4129,289.362
6.96447,0.880767,0.794299,1,3,0,-6.21759,0.317105,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,16.7881,85.1564,35.0736,32.9449,8.08128,26.1657,122.589,40.4684,30.5592,19.51,29.5283
6.87901,0.997009,0.794299,2,3,0,-6.86677,0.325593,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,27.3651,25.8772,17.5361,37.8277,21.3151,26.6978,22.91,21.3753,181.442,28.6944,31.3808
7.25324,0.927793,0.794299,3,7,0,-5.60076,0.274304,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,25.4704,35.4541,25.6348,33.1263,18.4195,36.0637,28.7107,12.7494,95.5489,22.5185,232.741
7.10149,0.963121,0.794299,1,3,0,-6.84045,0.230662,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,31.1776,43.5857,27.9344,30.7996,50.396,17.9663,12.3901,10.1275,28.2241,35.9627,97.6203
7.16273,0.987637,0.794299,2,3,0,-6.9604,0.236436,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,42.593,22.8645,37.6058,30.1746,18.118,9.83837,11.8892,36.2662,12.1531,20.33,29.0298
7.16273,0.696359,0.794299,1,3,0,-4.68261,0.236436,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,27.1543,35.3252,34.5139,38.8951,7.25263,26.0987,21.0964,45.5711,34.7469,27.0269,34.8027
7.27015,0.849915,0.794299,2,3,0,-5.6011,0.265993,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,23.9888,42.9192,36.8962,31.1203,86.2192,30.5316,49.492,43.0771,16.2541,31.7912,15.2591
6.93092,0.932831,0.794299,1,3,0,-6.64357,0.32052,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,23.7893,31.443,28.7349,26.5963,43.1589,16.5213,7.85836,6.09632,394.039,13.6837,9.55521
7.26539,0.98336,0.794299,1,3,0,-6.74619,0.269316,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,30.9975,45.6233,25.8795,22.3293,56.8998,41.5859,37.2719,33.0325,13.9195,35.5885,24.8833
4.79828,0.787819,0.794299,3,7,0,-4.18195,0.169248,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,32.039,19.5437,41.8587,45.5262,19.3614,28.9242,16.1883,26.448,14.3064,22.0294,34.4512
4.88696,1,0.794299,3,7,0,-4.85222,0.471539,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,20.2635,22.8326,12.5814,8.83273,17.0579,34.397,45.593,3.42603,9.219,26.9061,11.4405
4.44696,0.974616,0.794299,1,1,0,-4.39367,0.501065,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,19.7165,20.5718,8.73343,53.2825,48.8246,12.152,51.737,921.31,346.037,10.0579,7.24893
7.25001,0.889674,0.794299,1,3,0,-1.36052,0.275337,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,49.6077,16.8273,55.6415,52.6642,32.6663,44.0172,71.3967,46.4361,17.2274,46.4549,39.0505
7.27004,0.996959,0.794299,1,3,0,-7.2157,0.25843,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,38.2501,21.0222,31.7005,17.5561,18.8207,13.1783,19.756,67.1813,42.0693,181.83,26.1921
7.25437,0.994462,0.794299,1,3,0,-7.22198,0.273923,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,26.2675,23.9624,41.755,14.478,16.7476,79.7098,34.2066,102.777,55.8788,32.9566,36.1731
7.25709,1,0.794299,2,3,0,-7.25341,0.272956,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,27.371,30.6879,53.0782,24.4649,15.8279,16.2651,108.455,9.7414,18.6518,30.4415,11.188
7.25323,0.992659,0.794299,1,3,0,-7.17635,0.250978,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,25.5898,26.3777,24.0942,67.6047,14.2234,23.9657,22.4886,40.2564,28.5134,30.0935,83.5058
6.93278,0.895073,0.794299,1,3,0,-6.34864,0.320334,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,17.6729,14.6682,60.2153,26.7706,6.44705,37.8973,7.69591,12.0278,5.79615,45.9363,0.947447
7.08719,0.99634,0.794299,3,7,0,-6.87357,0.30327,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,19.7439,37.652,59.1188,40.3139,151.822,54.7706,27.8026,27.316,161.694,26.0442,102.75
7.16763,1,0.794299,2,3,0,-7.09695,0.292158,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,23.3683,21.1924,55.1256,27.4367,12.6842,84.123,41.9871,21.1844,6.04445,122.22,23.523
6.93893,0.984955,0.794299,3,7,0,-6.9156,0.219829,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,23.0127,23.8019,19.8,20.8932,24.4715,10.6537,8.57457,74.2151,14.2972,19.9666,14.5115
7.00763,1,0.794299,1,1,0,-6.92074,0.223879,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,29.8405,30.6296,27.3616,61.542,37.7783,30.6763,28.8246,20.8309,18.8569,22.666,49.9543
6.93842,0.995201,0.794299,2,3,0,-6.90594,0.219801,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,21.8029,31.0788,19.8002,33.374,17.2303,26.9268,10.6332,15.5101,20.2302,25.7578,16.7775
7.16801,0.906224,0.794299,1,3,0,-6.15188,0.292099,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,35.2994,26.3985,30.4539,41.2384,30.6793,43.4943,61.3948,23.9484,33.1006,15.6612,10.598
6.00509,0.836324,0.794299,1,3,0,-5.29166,0.394925,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,31.5991,53.5926,61.2466,28.7678,8.36592,49.0059,124.633,6.07784,209.276,119.33,1.91949
6.4222,1,0.794299,1,1,0,-6.03831,0.36412,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,29.1739,19.5796,45.9732,32.8385,7.87933,35.4771,17.4351,6.01105,14.9278,5.65223,19.002
6.36163,0.994904,0.794299,1,1,0,-6.29589,0.368756,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,11.3924,14.8201,12.9131,92.0973,10.5961,94.9032,8.649,8.19202,3.88494,86.8762,3.95704
6.54038,1,0.794299,1,1,0,-6.3533,0.354845,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,21.2965,61.0802,67.4081,38.6408,11.7169,29.3415,43.4356,18.3675,22.4065,64.6112,33.4666
7.18317,0.983431,0.794299,2,3,0,-6.18144,0.289649,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,23.996,37.2755,35.4718,45.2348,10.914,23.6481,13.5664,22.0362,20.0574,32.0748,53.3953
7.17433,0.998886,0.794299,1,1,0,-7.16536,0.291097,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,24.5372,24.5282,58.2327,23.0123,11.0897,35.3556,30.7449,22.6509,22.0495,21.1848,54.3778
7.07777,0.989665,0.794299,2,3,0,-7.01735,0.304433,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,29.6949,38.6938,40.0805,25.7846,27.5055,19.9319,8.15489,8.24151,18.0776,47.8213,10.8607
7.26028,0.977796,0.794299,1,3,0,-6.79062,0.253258,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,29.6443,41.6382,29.6704,68.4725,41.1667,50.3152,31.2973,40.164,34.567,15.5422,7.44187
7.26701,0.999691,0.794299,2,3,0,-7.25604,0.256288,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,27.5788,45.3653,36.8219,23.7134,40.0829,26.3317,17.313,40.8383,72.5792,42.3385,41.1478
6.59056,0.934053,0.794299,3,7,0,-6.52301,0.204987,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,28.3964,22.3362,24.5018,56.6176,31.7738,25.8249,22.5014,11.4694,26.2964,8.44214,7.46105
7.1123,0.95708,0.794299,2,3,0,-6.22229,0.231579,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,43.6003,28.0616,34.338,21.0945,20.8025,19.5049,19.9133,39,31.0385,31.1862,131.66
5.97576,0.664344,0.794299,1,3,0,-2.80152,0.397014,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,26.1568,12.3231,21.6735,28.5549,7.495,90.0113,16.0971,224.605,9.5971,19.7537,97.982
5.96909,0.992879,0.794299,3,7,0,-5.87271,0.188424,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,27.7981,37.6098,40.9913,19.9356,34.8053,18.7391,28.74,29.8087,42.0621,22.9041,13.9115
7.2671,1,0.794299,2,3,0,-6.13307,0.268327,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,19.6651,45.9906,13.0216,16.5006,39.1923,30.6691,36.5527,14.7931,20.2468,60.8902,30.3907
7.18278,0.981448,0.794299,1,3,0,-7.068,0.238734,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,32.9924,32.7533,26.494,38.4237,59.1015,24.6294,9.79221,16.077,14.813,7.85516,34.6014
7.18998,1,0.794299,1,1,0,-7.1722,0.239632,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,40.228,32.4257,46.6478,24.4221,13.5578,73.2473,24.205,39.908,81.72,46.9932,17.6564
7.0863,0.979094,0.794299,2,3,0,-6.96504,0.229431,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,21.9791,15.3486,16.8214,18.5474,39.6351,36.0901,27.0887,19.8175,35.5057,35.9391,126.014
6.93743,0.970197,0.794299,1,1,0,-6.93059,0.219746,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,19.7884,52.5096,37.9735,15.9274,58.8153,16.7877,11.739,57.1402,20.8839,18.1058,30.3786
6.9638,1,0.794299,1,1,0,-6.89157,0.221228,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,25.9378,25.5287,14.8188,12.8705,36.1889,15.6194,51.3995,38.4261,51.9634,28.1883,27.7501
7.17361,0.921428,0.794299,1,3,0,-6.22611,0.291213,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,50.5162,38.9658,19.963,48.2618,20.6825,44.7254,13.6529,52.5504,45.7527,47.3375,17.6085
7.03257,0.989331,0.794299,3,7,0,-6.99369,0.309743,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,30.6439,24.0675,13.891,41.6251,64.7152,34.45,32.0141,13.1724,37.0722,7.50231,12.4751
6.9833,0.994565,0.794299,1,1,0,-6.969,0.315132,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,35.6893,34.785,30.571,32.9365,20.6451,122.871,15.1451,46.866,8.10679,24.1563,7.17135
6.99758,1,0.794299,1,1,0,-6.95642,0.313606,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,41.1304,50.7276,33.1462,34.022,21.2491,8.4144,10.8946,20.053,19.7417,21.8186,25.3356
7.11975,0.93587,0.794299,1,3,0,-6.06993,0.232232,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,22.7508,29.6869,34.3762,18.5721,14.5481,67.0825,13.5053,67.5312,2.04851,21.7893,41.4891
7.16566,1,0.794299,2,3,0,-7.12057,0.236756,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,22.3878,29.6377,47.1467,21.1113,27.102,26.7766,16.7885,12.7299,19.4792,26.7042,18.7909
7.16554,0.999992,0.794299,2,3,0,-7.14709,0.236742,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,36.1166,57.867,39.91,36.3079,24.3792,26.4497,13.2793,38.0873,16.839,27.5595,28.4311
5.81856,0.706467,0.794299,3,7,0,-4.20617,0.185341,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,29.6692,20.9543,71.5741,24.224,33.1185,23.6448,34.4982,12.969,7.31166,56.9545,60.8562
4.66546,0.686693,0.794299,1,1,0,-4.45414,0.167576,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,22.3243,40.392,24.1964,48.8676,16.8908,15.6099,14.4546,32.2515,16.6662,44.8262,32.2792
6.49915,1,0.794299,1,1,0,-5.18109,0.202005,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,31.4581,36.4991,32.9969,30.2238,48.4697,54.5435,17.8948,11.8099,13.647,16.5278,38.8293
7.16171,0.967838,0.794299,2,3,0,-6.22495,0.236325,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,24.541,21.5919,30.8016,38.7999,53.1327,17.9712,13.7026,16.6171,32.5383,10.2876,11.3377
7.12378,0.983777,0.794299,3,7,0,-6.98023,0.29852,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,32.5562,26.6074,38.8257,17.2973,26.48,34.2787,26.2239,35.4811,254.894,139.457,26.0688
7.27195,0.992893,0.794299,1,3,0,-7.01893,0.263202,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,36.5322,43.547,29.4157,19.5697,22.1711,44.9395,29.6128,30.3592,7.15167,11.0024,18.6392
7.20233,0.986103,0.794299,1,3,0,-7.147,0.286288,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,29.7653,49.8789,38.025,58.4046,53.1179,11.7754,76.4716,47.5638,20.5082,11.0743,31.3323
6.74805,0.922305,0.794299,2,3,0,-5.96541,0.21085,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,33.3432,25.017,35.1889,59.1128,12.9111,18.6399,15.5985,16.2364,18.0365,15.6417,60.3183
6.89958,0.714938,0.794299,3,7,0,-4.383,0.32361,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,19.3583,54.4434,32.4967,43.6244,30.9918,15.3255,70.9781,14.6308,64.2975,7.33301,14.5623
7.11978,0.939157,0.794299,1,3,0,-5.79979,0.232235,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,37.2682,31.6779,23.7298,29.0026,17.6251,20.0985,23.7377,40.2994,51.5301,49.3994,28.1844
7.19544,1,0.794299,2,3,0,-7.13288,0.240342,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,34.9598,40.4599,20.9885,14.2266,34.4919,22.348,22.9415,58.0205,45.0481,13.1955,19.429
7.11317,0.984943,0.794299,1,1,0,-7.11265,0.231654,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,32.8984,28.1862,34.5208,41.2707,25.3143,35.6325,77.8925,26.3498,56.9696,106.127,23.8877
7.17448,1,0.794299,1,1,0,-7.12034,0.23775,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,23.8978,29.3943,49.7466,44.7955,60.0099,22.2885,45.4349,44.9161,33.256,58.8697,8.35812
6.67351,0.92866,0.794299,3,7,0,-6.48064,0.207944,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,22.5959,23.5624,56.8051,26.976,24.9101,18.5531,23.8439,26.2639,65.5146,50.4772,33.3688
6.1053,0.955135,0.794299,2,3,0,-6.06768,0.191455,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,24.9465,29.6289,25.9214,30.5236,22.4394,17.4856,23.7484,17.7953,22.7462,51.5215,29.7899
6.90106,1,0.794299,1,1,0,-6.29377,0.217821,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,45.5222,28.6268,37.1273,44.755,76.7656,15.3358,28.9056,53.6613,41.0437,57.9374,30.1456
6.31091,0.791222,0.794299,2,3,0,-4.89861,0.196571,3.09104,3.21888,3.21888,2.77259,3.04452,3.55535,3.29584,3.29584,3.21888,3.3322,3.3673,26.2707,35.4655,35.6859,48.3727,24.9555,20.31,45.6104,18.0819,9.97916,95.8496,76.219
